sex,hlth_pb,geo,unit,time,isced11,value
Females,Stroke or chronic consequences of stroke,Iceland,Percentage,2014,All ISCED 2011 levels,1.0
Females,Stroke or chronic consequences of stroke,Norway,Percentage,2014,All ISCED 2011 levels,1.3
Females,Stroke or chronic consequences of stroke,Turkey,Percentage,2014,All ISCED 2011 levels,0.8
Females,Cirrhosis of the liver,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,0.3
Females,Cirrhosis of the liver,Belgium,Percentage,2014,All ISCED 2011 levels,0.6
Females,Cirrhosis of the liver,Bulgaria,Percentage,2014,All ISCED 2011 levels,0.3
Females,Cirrhosis of the liver,Czechia,Percentage,2014,All ISCED 2011 levels,0.2
Females,Cirrhosis of the liver,Denmark,Percentage,2014,All ISCED 2011 levels,0.3
Females,Cirrhosis of the liver,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,0.2
Females,Cirrhosis of the liver,Estonia,Percentage,2014,All ISCED 2011 levels,0.3
Females,Cirrhosis of the liver,Ireland,Percentage,2014,All ISCED 2011 levels,0.2
Females,Cirrhosis of the liver,Greece,Percentage,2014,All ISCED 2011 levels,0.3
Females,Cirrhosis of the liver,Spain,Percentage,2014,All ISCED 2011 levels,0.7
Females,Cirrhosis of the liver,France,Percentage,2014,All ISCED 2011 levels,0.1
Females,Cirrhosis of the liver,Croatia,Percentage,2014,All ISCED 2011 levels,0.4
Females,Cirrhosis of the liver,Italy,Percentage,2014,All ISCED 2011 levels,0.3
Females,Cirrhosis of the liver,Cyprus,Percentage,2014,All ISCED 2011 levels,0.1
Females,Cirrhosis of the liver,Latvia,Percentage,2014,All ISCED 2011 levels,0.6
Females,Cirrhosis of the liver,Lithuania,Percentage,2014,All ISCED 2011 levels,0.4
Females,Cirrhosis of the liver,Luxembourg,Percentage,2014,All ISCED 2011 levels,0.3
Females,Cirrhosis of the liver,Hungary,Percentage,2014,All ISCED 2011 levels,0.4
Females,Cirrhosis of the liver,Malta,Percentage,2014,All ISCED 2011 levels,0.4
Females,Cirrhosis of the liver,Netherlands,Percentage,2014,All ISCED 2011 levels,0.3
Females,Cirrhosis of the liver,Austria,Percentage,2014,All ISCED 2011 levels,0.2
Females,Cirrhosis of the liver,Poland,Percentage,2014,All ISCED 2011 levels,0.5
Females,Cirrhosis of the liver,Portugal,Percentage,2014,All ISCED 2011 levels,0.5
Females,Cirrhosis of the liver,Romania,Percentage,2014,All ISCED 2011 levels,0.4
Females,Cirrhosis of the liver,Slovenia,Percentage,2014,All ISCED 2011 levels,0.2
Females,Cirrhosis of the liver,Slovakia,Percentage,2014,All ISCED 2011 levels,0.6
Females,Cirrhosis of the liver,Finland,Percentage,2014,All ISCED 2011 levels,0.2
Females,Cirrhosis of the liver,Sweden,Percentage,2014,All ISCED 2011 levels,0.1
Females,Cirrhosis of the liver,United Kingdom,Percentage,2014,All ISCED 2011 levels,0.2
Females,Cirrhosis of the liver,Iceland,Percentage,2014,All ISCED 2011 levels,0.0
Females,Cirrhosis of the liver,Norway,Percentage,2014,All ISCED 2011 levels,0.2
Females,Cirrhosis of the liver,Turkey,Percentage,2014,All ISCED 2011 levels,1.8
Females,"Urinary incontinence, problems in controlling the bladder",European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,6.5
Females,"Urinary incontinence, problems in controlling the bladder",Belgium,Percentage,2014,All ISCED 2011 levels,5.4
Females,"Urinary incontinence, problems in controlling the bladder",Bulgaria,Percentage,2014,All ISCED 2011 levels,2.6
Females,"Urinary incontinence, problems in controlling the bladder",Czechia,Percentage,2014,All ISCED 2011 levels,5.9
Females,"Urinary incontinence, problems in controlling the bladder",Denmark,Percentage,2014,All ISCED 2011 levels,7.4
Females,"Urinary incontinence, problems in controlling the bladder",Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,10.3
Females,"Urinary incontinence, problems in controlling the bladder",Estonia,Percentage,2014,All ISCED 2011 levels,3.8
Females,"Urinary incontinence, problems in controlling the bladder",Ireland,Percentage,2014,All ISCED 2011 levels,9.0
Females,"Urinary incontinence, problems in controlling the bladder",Greece,Percentage,2014,All ISCED 2011 levels,4.0
Females,"Urinary incontinence, problems in controlling the bladder",Spain,Percentage,2014,All ISCED 2011 levels,5.1
Females,"Urinary incontinence, problems in controlling the bladder",France,Percentage,2014,All ISCED 2011 levels,7.2
Females,"Urinary incontinence, problems in controlling the bladder",Croatia,Percentage,2014,All ISCED 2011 levels,7.2
Females,"Urinary incontinence, problems in controlling the bladder",Italy,Percentage,2014,All ISCED 2011 levels,5.3
Females,"Urinary incontinence, problems in controlling the bladder",Cyprus,Percentage,2014,All ISCED 2011 levels,1.9
Females,"Urinary incontinence, problems in controlling the bladder",Latvia,Percentage,2014,All ISCED 2011 levels,12.7
Females,"Urinary incontinence, problems in controlling the bladder",Lithuania,Percentage,2014,All ISCED 2011 levels,7.1
Females,"Urinary incontinence, problems in controlling the bladder",Luxembourg,Percentage,2014,All ISCED 2011 levels,7.1
Females,"Urinary incontinence, problems in controlling the bladder",Hungary,Percentage,2014,All ISCED 2011 levels,6.5
Females,"Urinary incontinence, problems in controlling the bladder",Malta,Percentage,2014,All ISCED 2011 levels,3.8
Females,"Urinary incontinence, problems in controlling the bladder",Netherlands,Percentage,2014,All ISCED 2011 levels,10.3
Females,"Urinary incontinence, problems in controlling the bladder",Austria,Percentage,2014,All ISCED 2011 levels,5.2
Females,"Urinary incontinence, problems in controlling the bladder",Poland,Percentage,2014,All ISCED 2011 levels,6.1
Females,"Urinary incontinence, problems in controlling the bladder",Portugal,Percentage,2014,All ISCED 2011 levels,9.6
Females,"Urinary incontinence, problems in controlling the bladder",Romania,Percentage,2014,All ISCED 2011 levels,1.3
Females,"Urinary incontinence, problems in controlling the bladder",Slovenia,Percentage,2014,All ISCED 2011 levels,10.6
Females,"Urinary incontinence, problems in controlling the bladder",Slovakia,Percentage,2014,All ISCED 2011 levels,5.1
Females,"Urinary incontinence, problems in controlling the bladder",Finland,Percentage,2014,All ISCED 2011 levels,13.4
Females,"Urinary incontinence, problems in controlling the bladder",Sweden,Percentage,2014,All ISCED 2011 levels,9.4
Females,"Urinary incontinence, problems in controlling the bladder",United Kingdom,Percentage,2014,All ISCED 2011 levels,3.4
Females,"Urinary incontinence, problems in controlling the bladder",Iceland,Percentage,2014,All ISCED 2011 levels,9.3
Females,"Urinary incontinence, problems in controlling the bladder",Norway,Percentage,2014,All ISCED 2011 levels,3.1
Females,"Urinary incontinence, problems in controlling the bladder",Turkey,Percentage,2014,All ISCED 2011 levels,10.2
Females,Kidney problems,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,2.8
Females,Kidney problems,Belgium,Percentage,2014,All ISCED 2011 levels,0.9
Females,Kidney problems,Bulgaria,Percentage,2014,All ISCED 2011 levels,6.7
Females,Kidney problems,Czechia,Percentage,2014,All ISCED 2011 levels,2.5
Females,Kidney problems,Denmark,Percentage,2014,All ISCED 2011 levels,1.4
Females,Kidney problems,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,2.1
Females,Kidney problems,Estonia,Percentage,2014,All ISCED 2011 levels,3.0
Females,Kidney problems,Ireland,Percentage,2014,All ISCED 2011 levels,4.2
Females,Kidney problems,Greece,Percentage,2014,All ISCED 2011 levels,3.1
Females,Kidney problems,Spain,Percentage,2014,All ISCED 2011 levels,3.0
Females,Kidney problems,France,Percentage,2014,All ISCED 2011 levels,2.0
Females,Kidney problems,Croatia,Percentage,2014,All ISCED 2011 levels,5.5
Females,Kidney problems,Italy,Percentage,2014,All ISCED 2011 levels,3.7
Females,Kidney problems,Cyprus,Percentage,2014,All ISCED 2011 levels,1.2
Females,Kidney problems,Latvia,Percentage,2014,All ISCED 2011 levels,8.5
Females,Kidney problems,Lithuania,Percentage,2014,All ISCED 2011 levels,6.2
Females,Kidney problems,Luxembourg,Percentage,2014,All ISCED 2011 levels,3.2
Females,Kidney problems,Hungary,Percentage,2014,All ISCED 2011 levels,2.2
Females,Kidney problems,Malta,Percentage,2014,All ISCED 2011 levels,0.6
Females,Kidney problems,Netherlands,Percentage,2014,All ISCED 2011 levels,2.1
Females,Kidney problems,Austria,Percentage,2014,All ISCED 2011 levels,1.8
Females,Kidney problems,Poland,Percentage,2014,All ISCED 2011 levels,4.8
Females,Kidney problems,Portugal,Percentage,2014,All ISCED 2011 levels,5.4
Females,Kidney problems,Romania,Percentage,2014,All ISCED 2011 levels,2.4
Females,Kidney problems,Slovenia,Percentage,2014,All ISCED 2011 levels,6.2
Females,Kidney problems,Slovakia,Percentage,2014,All ISCED 2011 levels,4.0
Females,Kidney problems,Finland,Percentage,2014,All ISCED 2011 levels,1.4
Females,Kidney problems,Sweden,Percentage,2014,All ISCED 2011 levels,1.1
Females,Kidney problems,United Kingdom,Percentage,2014,All ISCED 2011 levels,1.8
Females,Kidney problems,Iceland,Percentage,2014,All ISCED 2011 levels,3.1
Females,Kidney problems,Norway,Percentage,2014,All ISCED 2011 levels,0.6
Females,Kidney problems,Turkey,Percentage,2014,All ISCED 2011 levels,8.7
Females,Diabetes,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,6.8
Females,Diabetes,Belgium,Percentage,2014,All ISCED 2011 levels,5.2
Females,Diabetes,Bulgaria,Percentage,2014,All ISCED 2011 levels,7.3
Females,Diabetes,Czechia,Percentage,2014,All ISCED 2011 levels,8.0
Females,Diabetes,Denmark,Percentage,2014,All ISCED 2011 levels,3.9
Females,Diabetes,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,6.4
Females,Diabetes,Estonia,Percentage,2014,All ISCED 2011 levels,6.2
Females,Diabetes,Ireland,Percentage,2014,All ISCED 2011 levels,3.7
Females,Diabetes,Greece,Percentage,2014,All ISCED 2011 levels,9.6
Females,Diabetes,Spain,Percentage,2014,All ISCED 2011 levels,6.4
Females,Diabetes,France,Percentage,2014,All ISCED 2011 levels,10.5
Females,Diabetes,Croatia,Percentage,2014,All ISCED 2011 levels,7.2
Females,Diabetes,Italy,Percentage,2014,All ISCED 2011 levels,6.6
Females,Diabetes,Cyprus,Percentage,2014,All ISCED 2011 levels,5.2
Females,Diabetes,Latvia,Percentage,2014,All ISCED 2011 levels,5.7
Females,Diabetes,Lithuania,Percentage,2014,All ISCED 2011 levels,5.4
Females,Diabetes,Luxembourg,Percentage,2014,All ISCED 2011 levels,4.2
Females,Diabetes,Hungary,Percentage,2014,All ISCED 2011 levels,8.1
Females,Diabetes,Malta,Percentage,2014,All ISCED 2011 levels,7.6
Females,Diabetes,Netherlands,Percentage,2014,All ISCED 2011 levels,4.9
Females,Diabetes,Austria,Percentage,2014,All ISCED 2011 levels,4.5
Females,Diabetes,Poland,Percentage,2014,All ISCED 2011 levels,6.9
Females,Diabetes,Portugal,Percentage,2014,All ISCED 2011 levels,9.2
Females,Diabetes,Romania,Percentage,2014,All ISCED 2011 levels,5.7
Females,Diabetes,Slovenia,Percentage,2014,All ISCED 2011 levels,6.3
Females,Diabetes,Slovakia,Percentage,2014,All ISCED 2011 levels,7.3
Females,Diabetes,Finland,Percentage,2014,All ISCED 2011 levels,6.3
Females,Diabetes,Sweden,Percentage,2014,All ISCED 2011 levels,4.2
Females,Diabetes,United Kingdom,Percentage,2014,All ISCED 2011 levels,5.0
Females,Diabetes,Iceland,Percentage,2014,All ISCED 2011 levels,3.7
Females,Diabetes,Norway,Percentage,2014,All ISCED 2011 levels,4.0
Females,Diabetes,Turkey,Percentage,2014,All ISCED 2011 levels,11.1
Females,Allergy,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,19.0
Females,Allergy,Belgium,Percentage,2014,All ISCED 2011 levels,15.6
Females,Allergy,Bulgaria,Percentage,2014,All ISCED 2011 levels,5.7
Females,Allergy,Czechia,Percentage,2014,All ISCED 2011 levels,14.0
Females,Allergy,Denmark,Percentage,2014,All ISCED 2011 levels,17.9
Females,Allergy,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,32.3
Females,Allergy,Estonia,Percentage,2014,All ISCED 2011 levels,10.8
Females,Allergy,Ireland,Percentage,2014,All ISCED 2011 levels,16.1
Females,Allergy,Greece,Percentage,2014,All ISCED 2011 levels,11.5
Females,Allergy,Spain,Percentage,2014,All ISCED 2011 levels,16.1
Females,Allergy,France,Percentage,2014,All ISCED 2011 levels,16.5
Females,Allergy,Croatia,Percentage,2014,All ISCED 2011 levels,15.6
Females,Allergy,Italy,Percentage,2014,All ISCED 2011 levels,16.0
Females,Allergy,Cyprus,Percentage,2014,All ISCED 2011 levels,7.5
Females,Allergy,Latvia,Percentage,2014,All ISCED 2011 levels,14.5
Females,Allergy,Lithuania,Percentage,2014,All ISCED 2011 levels,10.0
Females,Allergy,Luxembourg,Percentage,2014,All ISCED 2011 levels,27.4
Females,Allergy,Hungary,Percentage,2014,All ISCED 2011 levels,15.9
Females,Allergy,Malta,Percentage,2014,All ISCED 2011 levels,17.3
Females,Allergy,Netherlands,Percentage,2014,All ISCED 2011 levels,21.5
Females,Allergy,Austria,Percentage,2014,All ISCED 2011 levels,26.5
Females,Allergy,Poland,Percentage,2014,All ISCED 2011 levels,10.4
Females,Allergy,Portugal,Percentage,2014,All ISCED 2011 levels,23.1
Females,Allergy,Romania,Percentage,2014,All ISCED 2011 levels,1.8
Females,Allergy,Slovenia,Percentage,2014,All ISCED 2011 levels,19.8
Females,Allergy,Slovakia,Percentage,2014,All ISCED 2011 levels,15.6
Females,Allergy,Finland,Percentage,2014,All ISCED 2011 levels,36.5
Females,Allergy,Sweden,Percentage,2014,All ISCED 2011 levels,24.4
Females,Allergy,United Kingdom,Percentage,2014,All ISCED 2011 levels,22.5
Females,Allergy,Iceland,Percentage,2014,All ISCED 2011 levels,25.2
Females,Allergy,Norway,Percentage,2014,All ISCED 2011 levels,21.1
Females,Allergy,Turkey,Percentage,2014,All ISCED 2011 levels,15.3
Females,Chronic depression,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,8.8
Females,Chronic depression,Belgium,Percentage,2014,All ISCED 2011 levels,8.3
Females,Chronic depression,Bulgaria,Percentage,2014,All ISCED 2011 levels,4.2
Females,Chronic depression,Czechia,Percentage,2014,All ISCED 2011 levels,4.6
Females,Chronic depression,Denmark,Percentage,2014,All ISCED 2011 levels,9.4
Females,Chronic depression,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,12.1
Females,Chronic depression,Estonia,Percentage,2014,All ISCED 2011 levels,5.4
Females,Chronic depression,Ireland,Percentage,2014,All ISCED 2011 levels,13.4
Females,Chronic depression,Greece,Percentage,2014,All ISCED 2011 levels,6.0
Females,Chronic depression,Spain,Percentage,2014,All ISCED 2011 levels,10.7
Females,Chronic depression,France,Percentage,2014,All ISCED 2011 levels,7.7
Females,Chronic depression,Croatia,Percentage,2014,All ISCED 2011 levels,6.2
Females,Chronic depression,Italy,Percentage,2014,All ISCED 2011 levels,7.1
Females,Chronic depression,Cyprus,Percentage,2014,All ISCED 2011 levels,4.7
Females,Chronic depression,Latvia,Percentage,2014,All ISCED 2011 levels,11.5
Females,Chronic depression,Lithuania,Percentage,2014,All ISCED 2011 levels,6.1
Females,Chronic depression,Luxembourg,Percentage,2014,All ISCED 2011 levels,10.7
Females,Chronic depression,Hungary,Percentage,2014,All ISCED 2011 levels,6.5
Females,Chronic depression,Malta,Percentage,2014,All ISCED 2011 levels,6.5
Females,Chronic depression,Netherlands,Percentage,2014,All ISCED 2011 levels,9.1
Females,Chronic depression,Austria,Percentage,2014,All ISCED 2011 levels,9.5
Females,Chronic depression,Poland,Percentage,2014,All ISCED 2011 levels,5.6
Females,Chronic depression,Portugal,Percentage,2014,All ISCED 2011 levels,17.2
Females,Chronic depression,Romania,Percentage,2014,All ISCED 2011 levels,2.0
Females,Chronic depression,Slovenia,Percentage,2014,All ISCED 2011 levels,10.7
Females,Chronic depression,Slovakia,Percentage,2014,All ISCED 2011 levels,5.3
Females,Chronic depression,Finland,Percentage,2014,All ISCED 2011 levels,11.9
Females,Chronic depression,Sweden,Percentage,2014,All ISCED 2011 levels,12.1
Females,Chronic depression,United Kingdom,Percentage,2014,All ISCED 2011 levels,10.4
Females,Chronic depression,Iceland,Percentage,2014,All ISCED 2011 levels,17.2
Females,Chronic depression,Norway,Percentage,2014,All ISCED 2011 levels,9.0
Females,Chronic depression,Turkey,Percentage,2014,All ISCED 2011 levels,14.5
