cause_of_death,carto_db_cause_of_death,year,dead_and_missing,description
unknown,unknown - supposedly exhaustion related death,2015,3,One woman and two children drowned off the islet of Agathonissi
unknown,unknown - supposedly exhaustion related death,2015,4,Three children and a man died off the coast of Samos
unknown,unknown - supposedly exhaustion related death,2015,1,A 7-year-old boy died off Lesbos
unknown,unknown - supposedly exhaustion related death,2015,3,Two young boys and a man died when their boat capsized
unknown,unknown - supposedly exhaustion related death,2015,1,"A man fall off a boat, his body was recovered near Lesbos"
unknown,unknown - supposedly exhaustion related death,2015,1,"A woman fall off a boat near Chios, her body was recovered near Lesbos"
drowned,drowning or exhaustion related death,2015,10,"A woman and two young children drowned, and seven people were missing, after an inflatable dinghy carrying dozens of migrants from Turkey hit rocks near the Greek island of Lesbos"
drowned,drowning or exhaustion related death,2015,1,A Guinean drowned after a capsize
hit by a car,"violent accidental death (transport, blown in minefield...)",2015,1,"4 people were hit by a car in the Eurotunnel. One died, the others are injured."
unknown,unknown - supposedly exhaustion related death,2015,43,Bodies of 43 migrants wash ashore in Libya
unknown,unknown - supposedly exhaustion related death,2015,15,A boat carrying migrants sank off the resort town of Kuşadası in the province of Aydın. Some 15 migrants in the boat were rescued while 15 others are missing.
unknown,unknown - supposedly exhaustion related death,2015,6,"6 bodies, among them two women and one child, were discovered on a beach in the town of Guarabouli."
unknown,unknown - supposedly exhaustion related death,2015,3,One child and an unidentified person were killed in a capsized boat off the resort town of Ayvalık
drowned,drowning or exhaustion related death,2015,1,A Pakistani refugee reportedly drowned after falling off a boat carrying 38 people
drowned,drowning or exhaustion related death,2015,23,"One baby, four children, five women and two men have drowned after a boat carrying refugees attempting to reach the Greek island of Lesbos sank in the Aegean Sea"
drowned,drowning or exhaustion related death,2015,7,"Four migrants, the oldest of them a young woman of 16, drowned and three other people were missing after their rubber boat capsized off a Greek island"
unknown,unknown - supposedly exhaustion related death,2015,5,"A baby, a child and two women were found dead in a boat near Kastelorizo. One man is missing."
unknown,unknown - supposedly exhaustion related death,2015,1,A 8 year old died in a dingee with 110 refugees onboard
shot by the police,authorities related death,2015,1,Afghan migrant shot dead by police on Bulgarian border
hit by a train,"violent accidental death (transport, blown in minefield...)",2015,1,An unidentified body has been found near the rail path 
drowned,drowning or exhaustion related death,2015,3," A woman, a young girl and a baby have died after a boat carrying migrants and refugees to the Greek island of Lesbos sank"
hit by a car,"violent accidental death (transport, blown in minefield...)",2015,1,A Syrian woman died after being hit by a car on a motorway near the Eurotunnel terminal
unknown,unknown - supposedly exhaustion related death,2015,12,Rubber boat with Lebanon family of 12 sinks in Aegean Sea
drowned,drowning or exhaustion related death,2015,8,Seven dead and one missing after Greek coastguard vessel hits migrant boat
drowned,drowning or exhaustion related death,2015,11,Eleven drown as boat capsizes off Egypt
unknown,unknown - supposedly exhaustion related death,2015,1,A baby died after the rubber boat carrying him and another 56 migrants broke down and was left adrift off the Greek island of Lesbos
police violence,authorities related death,2015,2,Two migrants died and 20 others were injured at the Spanish-Moroccan border on Friday 9 October after a raft on which they were travelling was overturned by the Moroccan Royal Marines
unknown,unknown - supposedly exhaustion related death,2015,2,"A baby, aged between six months and a year, and a boy aged between 3 and 5 years were found on a beach, presumably after the boat carrying them from Turkey to Kos overturned"
car accident,"violent accidental death (transport, blown in minefield...)",2015,1,At least one person was killed in a truck/bus accident
unknown,unknown - supposedly exhaustion related death,2015,10," Red Crescent scouts found 10 corpses near Sabartha, a Libyan coastal city that is a main launching point for smugglers’ boats headed to Europe."
unknown,unknown - supposedly exhaustion related death,2015,85,Red Crescent scouts found 85 of the corpses near Libya’s capital Tripoli
burned,"violent accidental death (transport, blown in minefield...)",2015,1,One refugee died in a fire in a reception fire
unknown,unknown - supposedly exhaustion related death,2015,2,"Two refugees, a young child and a woman lost their lives when the boat carrying them from the Turkish coast to Greece capsized - See more at: http://greece.greekreporter.com/2015/09/30/refugee-boat-capsized-near-mytilene-woman-and-young-child-tragically-die-in-waters/#sthash.hlX6QGLT.dpuf"
unknown,unknown - supposedly exhaustion related death,2015,6,One Syrian migrant has died and five others are reported missing after an inflatable boat carrying migrants capsized off Turkey’s northwestern coast late on Sept. 29
crushed by a wooden pallet in a truck,"violent accidental death (transport, blown in minefield...)",2015,1,A young Irakian was found dead in a truck in the port of Calais
unknown,unknown - supposedly exhaustion related death,2015,7,"The Greek coastguard said it was looking for seven migrants feared missing near the Aegean island of Kos, after rescuing 115 Syrians in a separate incident."
drowned,drowning or exhaustion related death,2015,17,"Turkish Coast Guard rescues 20 people after boat sinks near holiday resort, 17 Syrians drowned"
hit by a train,"violent accidental death (transport, blown in minefield...)",2015,1,Young migrant found dead in Channel Tunnel
intoxicated,"violent accidental death (transport, blown in minefield...)",2015,1,Syrian Teen Who Ate Poisonous Mushroom Dies in Germany
unknown,unknown - supposedly exhaustion related death,2015,2,Greek authorities say two people are missing after a boat carrying people fleeing their homelands sank in the eastern Aegean Sea.
unknown,unknown - supposedly exhaustion related death,2015,1,The body of a young Moroccan was found at sea
unknown,unknown - supposedly exhaustion related death,2015,15,A five-year-old girl is among more than a dozen refugees feared to have died when their boat sank off Lesbos
drowned,drowning or exhaustion related death,2015,1,The body of a young Syrian girl was found on a Turkish beach
unknown,unknown - supposedly exhaustion related death,2015,26,"A boat capsized off the coast of Turkey. 13 dead, 13 missing."
unknown,unknown - supposedly exhaustion related death,2015,7,"At least seven migrants, including a young child, have died after their boat sank off the coast of Libya."
electrocuted,"violent accidental death (transport, blown in minefield...)",2015,1,A man found on Eurotunnel train roof dies from electrocution
drowned,drowning or exhaustion related death,2015,22,At least 22 migrants including four children trying to reach Greece drowned 
drowned,drowning or exhaustion related death,2015,2,Two Syrian migrants attempting to reach a Greek island drowned
unknown,unknown - supposedly exhaustion related death,2015,4,The coastguard was also still searching for four children missing after another boat capsized
